Genre,Publisher,NA_Sales,EU_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
3.0,5.0,0.01,0.07,0.01,0.09,-1.0,-1.0,-1.0,-1.0,-1
6.0,2.0,0.07,0.0,0.01,0.08,62.0,19.0,-1.0,-1.0,3
11.0,29.0,0.07,0.03,0.01,0.11,-1.0,-1.0,-1.0,-1.0,-1
5.0,21.0,0.06,0.04,0.01,0.12,63.0,21.0,-1.0,-1.0,1
11.0,52.0,0.2,0.08,0.01,0.28,-1.0,-1.0,-1.0,-1.0,-1
7.0,14.0,0.28,0.22,0.07,0.58,84.0,10.0,8.8,19.0,0
7.0,8.0,0.13,0.1,0.03,0.26,77.0,30.0,8.1,9.0,0
1.0,8.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,0
3.0,65.0,0.0,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,-1
5.0,92.0,0.0,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,-1
8.0,360.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,-1
9.0,15.0,0.0,0.0,0.04,0.33,-1.0,-1.0,-1.0,-1.0,-1
2.0,3.0,0.0,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,-1
5.0,389.0,0.0,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,-1
8.0,21.0,0.0,0.0,0.0,0.17,-1.0,-1.0,-1.0,-1.0,-1
10.0,9.0,0.03,0.02,0.01,0.05,78.0,34.0,8.3,28.0,0
8.0,12.0,0.04,0.0,0.0,0.04,75.0,30.0,7.3,23.0,2
3.0,2.0,0.05,0.04,0.01,0.09,-1.0,-1.0,-1.0,-1.0,-1
8.0,3.0,0.24,0.22,0.09,0.55,80.0,53.0,7.4,312.0,1
8.0,58.0,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,-1
9.0,64.0,0.16,0.0,0.0,0.16,-1.0,-1.0,-1.0,-1.0,-1
5.0,58.0,0.0,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,-1
9.0,15.0,0.9,0.45,0.13,2.01,92.0,72.0,9.1,1130.0,1
9.0,29.0,0.43,0.34,0.16,0.92,85.0,31.0,8.5,575.0,2
10.0,18.0,0.06,0.14,0.05,0.32,67.0,36.0,6.3,18.0,2
8.0,23.0,0.02,0.01,0.0,0.03,-1.0,-1.0,-1.0,-1.0,-1
7.0,31.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,0
2.0,7.0,0.05,0.01,0.0,0.07,65.0,16.0,-1.0,-1.0,0
3.0,2.0,0.11,0.0,0.01,0.18,-1.0,-1.0,-1.0,-1.0,-1
8.0,1.0,0.19,0.13,0.02,0.35,-1.0,-1.0,-1.0,-1.0,-1
2.0,3.0,0.0,0.0,0.0,0.49,-1.0,-1.0,-1.0,-1.0,-1
12.0,19.0,0.0,0.0,0.0,0.12,89.0,18.0,8.6,236.0,0
7.0,297.0,0.03,0.0,0.0,0.04,-1.0,-1.0,1.6,10.0,0
9.0,2.0,0.0,0.0,0.03,0.48,-1.0,-1.0,-1.0,-1.0,-1
12.0,15.0,0.53,0.12,0.02,1.76,-1.0,-1.0,-1.0,-1.0,-1
4.0,49.0,0.32,0.12,0.01,0.45,82.0,14.0,8.2,13.0,1
12.0,19.0,1.21,1.19,0.29,2.73,69.0,44.0,6.6,174.0,0
1.0,19.0,0.0,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,-1
2.0,40.0,0.42,0.0,0.03,0.45,78.0,13.0,8.0,4.0,0
10.0,7.0,0.29,0.22,0.06,0.57,62.0,48.0,6.1,65.0,1
8.0,9.0,0.0,0.0,0.01,0.14,-1.0,-1.0,-1.0,-1.0,-1
11.0,92.0,0.0,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,-1
8.0,8.0,1.26,0.02,0.1,1.38,60.0,6.0,6.7,7.0,0
8.0,322.0,0.01,0.01,0.01,0.03,80.0,18.0,8.0,19.0,2
8.0,8.0,0.07,0.0,0.01,0.08,-1.0,-1.0,-1.0,-1.0,-1
5.0,1.0,0.08,0.01,0.01,0.09,-1.0,-1.0,-1.0,-1.0,-1
8.0,22.0,0.91,1.25,0.13,2.29,-1.0,-1.0,8.3,37.0,-1
9.0,61.0,0.07,0.05,0.02,0.38,68.0,16.0,6.5,15.0,1
1.0,9.0,0.54,0.0,0.04,0.58,90.0,30.0,7.8,87.0,0
11.0,390.0,0.01,0.0,0.0,0.01,-1.0,-1.0,7.9,11.0,3
11.0,5.0,0.0,0.29,0.17,0.46,74.0,25.0,7.3,51.0,1
1.0,2.0,0.0,0.0,0.0,0.17,-1.0,-1.0,-1.0,-1.0,-1
8.0,26.0,0.02,0.01,0.0,0.03,-1.0,-1.0,-1.0,-1.0,-1
8.0,1.0,0.05,0.04,0.01,0.09,62.0,13.0,8.7,10.0,3
2.0,100.0,1.48,2.02,0.68,4.32,-1.0,-1.0,-1.0,-1.0,-1
1.0,29.0,0.01,0.0,0.0,0.02,59.0,9.0,-1.0,-1.0,0
9.0,26.0,0.09,0.07,0.02,0.33,84.0,54.0,6.4,42.0,1
8.0,21.0,0.01,0.0,0.0,0.03,82.0,4.0,6.6,8.0,2
8.0,65.0,0.0,0.0,0.0,0.49,-1.0,-1.0,-1.0,-1.0,-1
7.0,19.0,0.0,0.0,0.0,0.55,-1.0,-1.0,-1.0,-1.0,-1
1.0,26.0,0.02,0.02,0.01,0.1,69.0,15.0,8.3,8.0,0
9.0,91.0,1.52,1.03,0.46,3.11,82.0,57.0,7.8,492.0,2
8.0,26.0,0.16,0.05,0.02,0.25,58.0,39.0,4.4,136.0,2
8.0,140.0,0.35,0.02,0.0,0.37,-1.0,-1.0,-1.0,-1.0,-1
6.0,108.0,0.4,0.15,0.01,0.56,-1.0,-1.0,-1.0,-1.0,0
3.0,15.0,0.14,0.05,0.02,0.21,69.0,69.0,7.7,125.0,1
12.0,15.0,0.23,0.17,0.05,0.6,-1.0,-1.0,-1.0,-1.0,-1
12.0,29.0,0.04,0.03,0.01,0.08,73.0,10.0,7.3,7.0,0
5.0,271.0,0.0,0.0,0.0,0.81,-1.0,-1.0,-1.0,-1.0,-1
6.0,29.0,0.07,0.0,0.01,0.08,77.0,36.0,7.7,13.0,0
2.0,228.0,0.12,0.0,0.01,0.13,-1.0,-1.0,-1.0,-1.0,0
8.0,65.0,0.88,0.26,0.1,1.58,75.0,54.0,8.2,267.0,3
8.0,265.0,0.26,0.18,0.03,0.47,-1.0,-1.0,-1.0,-1.0,-1
5.0,29.0,0.17,0.0,0.01,0.19,-1.0,-1.0,-1.0,-1.0,0
1.0,8.0,0.16,0.0,0.02,0.17,-1.0,-1.0,-1.0,-1.0,1
12.0,29.0,0.23,0.35,0.06,0.64,61.0,39.0,6.6,48.0,0
7.0,5.0,1.01,0.62,0.29,1.94,87.0,55.0,7.7,455.0,3
9.0,8.0,0.19,0.05,0.01,0.25,82.0,34.0,6.2,26.0,1
9.0,29.0,0.16,0.02,0.02,0.2,52.0,27.0,7.0,48.0,2
9.0,133.0,0.0,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,-1
12.0,9.0,1.27,0.05,0.02,1.33,-1.0,-1.0,-1.0,-1.0,-1
11.0,20.0,0.05,0.04,0.01,0.18,59.0,16.0,8.9,14.0,1
3.0,3.0,0.0,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,-1
5.0,23.0,0.24,0.0,0.02,0.26,-1.0,-1.0,-1.0,-1.0,0
1.0,5.0,2.5,0.16,0.42,3.08,94.0,23.0,7.9,46.0,0
10.0,91.0,0.28,0.15,0.04,0.47,67.0,30.0,6.5,132.0,2
1.0,9.0,0.32,0.25,0.08,0.66,61.0,21.0,7.9,9.0,0
8.0,2.0,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,-1
7.0,18.0,0.09,0.03,0.0,0.13,-1.0,-1.0,-1.0,-1.0,-1
3.0,74.0,0.09,0.0,0.01,0.1,-1.0,-1.0,6.8,17.0,1
10.0,362.0,0.05,0.01,0.0,0.06,32.0,9.0,5.8,10.0,2
7.0,25.0,2.0,0.47,0.14,2.63,78.0,18.0,7.8,21.0,1
3.0,43.0,0.0,0.0,0.01,0.26,-1.0,-1.0,-1.0,-1.0,-1
10.0,156.0,0.14,0.04,0.02,0.21,64.0,40.0,6.5,661.0,2
1.0,24.0,0.06,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,0
3.0,73.0,0.09,0.02,0.01,0.11,55.0,30.0,6.7,20.0,2
2.0,193.0,0.03,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,0
2.0,272.0,0.41,0.03,0.04,0.47,82.0,16.0,8.8,36.0,3
7.0,3.0,0.06,0.05,0.02,0.27,77.0,16.0,6.0,5.0,0
8.0,8.0,0.06,0.01,0.01,0.08,-1.0,-1.0,8.4,25.0,1
8.0,2.0,0.03,0.02,0.01,0.06,-1.0,-1.0,-1.0,-1.0,-1
5.0,1.0,1.63,1.53,0.18,3.34,-1.0,-1.0,-1.0,-1.0,-1
7.0,1.0,0.34,0.08,0.02,0.44,81.0,18.0,9.3,12.0,0
9.0,61.0,0.0,0.0,0.02,0.66,-1.0,-1.0,-1.0,-1.0,-1
7.0,8.0,0.21,0.0,0.02,0.23,-1.0,-1.0,-1.0,-1.0,0
8.0,56.0,2.71,1.85,0.81,5.48,96.0,42.0,8.6,2162.0,1
3.0,9.0,0.0,0.0,0.0,0.01,69.0,17.0,7.9,16.0,3
2.0,15.0,0.43,0.16,0.01,0.61,-1.0,-1.0,-1.0,-1.0,-1
8.0,67.0,0.15,0.04,0.01,0.19,71.0,26.0,7.4,7.0,1
1.0,41.0,0.08,0.0,0.01,0.11,70.0,17.0,-1.0,-1.0,3
7.0,1.0,0.19,0.05,0.0,0.24,-1.0,-1.0,-1.0,-1.0,-1
1.0,25.0,0.64,0.37,0.1,1.11,75.0,43.0,7.7,100.0,1
1.0,8.0,0.02,0.02,0.01,0.04,46.0,5.0,-1.0,-1.0,1
8.0,38.0,0.95,0.37,0.11,1.43,61.0,59.0,5.7,180.0,1
2.0,8.0,0.14,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,0
3.0,39.0,0.0,0.02,0.0,0.02,-1.0,-1.0,8.6,45.0,0
8.0,12.0,0.0,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,-1
8.0,26.0,0.0,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,-1
1.0,5.0,0.02,0.01,0.0,0.03,75.0,14.0,7.7,6.0,3
9.0,66.0,0.0,0.0,0.0,0.23,-1.0,-1.0,-1.0,-1.0,-1
12.0,15.0,0.9,0.73,0.09,2.26,88.0,17.0,8.9,42.0,0
6.0,5.0,0.28,0.22,0.07,0.57,-1.0,-1.0,-1.0,-1.0,0
8.0,8.0,0.25,0.13,0.04,0.42,-1.0,-1.0,5.4,5.0,3
7.0,3.0,0.06,0.02,0.0,0.08,67.0,35.0,-1.0,-1.0,1
9.0,15.0,0.08,0.04,0.01,0.2,76.0,40.0,7.9,23.0,3
5.0,8.0,0.21,0.0,0.02,0.23,-1.0,-1.0,-1.0,-1.0,0
8.0,5.0,0.05,0.04,0.02,0.32,-1.0,-1.0,-1.0,-1.0,-1
3.0,15.0,0.28,0.12,0.04,0.64,-1.0,-1.0,-1.0,-1.0,-1
8.0,8.0,0.14,0.09,0.02,0.25,69.0,12.0,-1.0,-1.0,3
9.0,187.0,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,-1
4.0,16.0,0.27,0.1,0.05,0.49,58.0,34.0,7.2,46.0,1
8.0,8.0,0.07,0.03,0.01,0.11,-1.0,-1.0,-1.0,-1.0,-1
10.0,22.0,0.04,0.03,0.01,0.08,35.0,18.0,4.8,27.0,2
8.0,178.0,0.04,0.03,0.0,0.07,-1.0,-1.0,-1.0,-1.0,-1
1.0,5.0,0.32,0.42,0.09,0.85,83.0,61.0,8.1,58.0,0
8.0,9.0,2.71,1.29,0.43,4.45,94.0,75.0,8.9,997.0,2
11.0,19.0,0.0,0.0,0.0,0.52,82.0,24.0,8.4,16.0,1
4.0,32.0,0.03,0.02,0.0,0.06,-1.0,-1.0,-1.0,-1.0,-1
9.0,11.0,0.3,0.32,0.08,0.92,79.0,56.0,7.8,161.0,1
7.0,5.0,0.73,0.91,0.36,2.04,73.0,26.0,6.0,43.0,3
5.0,168.0,0.0,0.0,0.0,0.16,-1.0,-1.0,-1.0,-1.0,-1
12.0,39.0,0.85,0.65,0.08,1.58,76.0,18.0,7.6,13.0,0
1.0,9.0,0.15,0.1,0.02,0.26,-1.0,-1.0,-1.0,-1.0,-1
11.0,3.0,0.08,0.02,0.01,0.12,74.0,42.0,7.9,13.0,1
2.0,202.0,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,-1
5.0,58.0,0.0,0.0,0.0,0.09,-1.0,-1.0,-1.0,-1.0,-1
4.0,3.0,0.0,0.0,0.0,0.35,-1.0,-1.0,-1.0,-1.0,-1
11.0,43.0,0.0,0.0,0.0,0.18,-1.0,-1.0,-1.0,-1.0,-1
1.0,306.0,0.04,0.03,0.01,0.08,-1.0,-1.0,-1.0,-1.0,-1
1.0,2.0,0.1,2.39,0.86,4.39,86.0,19.0,8.9,33.0,0
1.0,248.0,0.0,0.0,0.0,0.1,-1.0,-1.0,-1.0,-1.0,-1
8.0,26.0,0.0,0.0,0.0,0.19,55.0,20.0,7.3,7.0,1
7.0,118.0,0.0,0.01,0.0,0.01,62.0,16.0,-1.0,-1.0,0
4.0,324.0,0.16,0.05,0.01,0.21,-1.0,-1.0,-1.0,-1.0,-1
12.0,15.0,0.4,0.15,0.01,0.73,55.0,15.0,4.8,4.0,0
8.0,39.0,0.17,0.0,0.01,0.19,62.0,13.0,-1.0,-1.0,3
11.0,27.0,0.0,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,1
9.0,3.0,0.0,0.0,0.0,0.59,-1.0,-1.0,-1.0,-1.0,-1
4.0,7.0,0.14,0.01,0.01,0.16,-1.0,-1.0,-1.0,-1.0,-1
8.0,5.0,0.08,0.02,0.01,0.11,62.0,16.0,-1.0,-1.0,3
7.0,1.0,0.1,0.08,0.03,0.21,61.0,21.0,5.0,11.0,0
2.0,3.0,0.09,0.04,0.01,0.15,43.0,11.0,5.4,11.0,0
11.0,5.0,0.0,0.01,0.0,0.02,-1.0,-1.0,4.1,10.0,1
1.0,144.0,0.06,0.0,0.01,0.07,32.0,11.0,4.6,10.0,0
9.0,44.0,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,-1
4.0,77.0,0.0,0.0,0.0,0.32,-1.0,-1.0,-1.0,-1.0,-1
12.0,1.0,0.24,0.19,0.06,0.5,-1.0,-1.0,-1.0,-1.0,0
8.0,26.0,0.03,0.02,0.01,0.12,73.0,26.0,7.3,24.0,1
9.0,65.0,0.0,0.0,0.0,0.41,-1.0,-1.0,-1.0,-1.0,-1
12.0,21.0,0.0,0.0,0.0,0.09,-1.0,-1.0,-1.0,-1.0,-1
9.0,65.0,0.12,0.06,0.02,0.47,75.0,37.0,7.3,21.0,3
2.0,9.0,0.0,0.06,0.48,0.54,-1.0,-1.0,-1.0,-1.0,-1
1.0,19.0,0.16,0.36,0.14,0.67,-1.0,-1.0,-1.0,-1.0,-1
8.0,189.0,0.03,0.02,0.02,0.45,65.0,28.0,6.8,10.0,1
12.0,1.0,0.11,0.07,0.03,0.21,74.0,50.0,7.1,34.0,3
8.0,267.0,0.1,0.04,0.0,0.14,30.0,15.0,3.0,4.0,1
8.0,1.0,0.24,0.19,0.06,0.5,65.0,8.0,7.3,8.0,0
5.0,73.0,0.0,0.1,0.02,0.11,77.0,24.0,7.9,27.0,1
9.0,65.0,0.16,0.24,0.12,0.8,86.0,14.0,8.5,223.0,1
12.0,70.0,0.04,0.02,0.0,0.07,-1.0,-1.0,-1.0,-1.0,-1
12.0,25.0,0.26,0.15,0.03,0.45,-1.0,-1.0,-1.0,-1.0,-1
10.0,5.0,0.13,0.38,0.04,0.55,-1.0,-1.0,-1.0,-1.0,-1
8.0,9.0,0.07,0.06,0.03,0.17,73.0,44.0,7.6,11.0,1
2.0,226.0,0.0,0.01,0.0,0.01,-1.0,-1.0,7.5,8.0,0
4.0,77.0,0.32,0.25,0.08,0.85,64.0,17.0,7.9,31.0,1
8.0,29.0,0.19,0.05,0.01,0.24,81.0,30.0,8.3,8.0,1
1.0,133.0,0.13,0.0,0.01,0.14,65.0,12.0,-1.0,-1.0,0
11.0,29.0,0.24,0.0,0.02,0.26,-1.0,-1.0,-1.0,-1.0,0
10.0,9.0,0.03,0.02,0.0,0.05,-1.0,-1.0,-1.0,-1.0,-1
2.0,5.0,0.09,0.04,0.01,0.15,-1.0,-1.0,-1.0,-1.0,1
8.0,9.0,0.35,0.24,0.04,0.63,-1.0,-1.0,-1.0,-1.0,-1
1.0,75.0,1.44,0.05,0.04,1.53,-1.0,-1.0,-1.0,-1.0,-1
12.0,15.0,1.45,0.07,0.15,2.76,81.0,42.0,7.4,67.0,0
8.0,5.0,1.13,0.38,0.03,1.55,-1.0,-1.0,-1.0,-1.0,-1
8.0,105.0,0.1,0.02,0.01,0.13,52.0,10.0,-1.0,-1.0,1
1.0,25.0,0.09,0.05,0.02,0.16,86.0,5.0,7.1,66.0,0
1.0,5.0,0.2,0.0,0.02,0.22,70.0,23.0,5.6,8.0,0
10.0,8.0,0.33,0.33,0.12,0.78,72.0,38.0,6.3,52.0,1
2.0,65.0,0.0,0.0,0.0,0.15,-1.0,-1.0,-1.0,-1.0,-1
8.0,2.0,0.0,0.0,0.0,0.13,-1.0,-1.0,-1.0,-1.0,-1
7.0,22.0,0.03,0.01,0.0,0.03,56.0,10.0,-1.0,-1.0,1
7.0,84.0,0.03,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,3
8.0,8.0,0.02,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,-1
1.0,5.0,1.69,0.2,0.06,1.95,90.0,31.0,8.8,70.0,0
2.0,11.0,0.14,0.01,0.01,0.17,49.0,47.0,5.2,31.0,3
12.0,15.0,5.39,1.18,0.19,7.46,-1.0,-1.0,-1.0,-1.0,-1
1.0,20.0,0.38,0.04,0.03,0.44,44.0,4.0,-1.0,-1.0,0
10.0,2.0,0.04,0.02,0.0,0.07,-1.0,-1.0,-1.0,-1.0,-1
8.0,19.0,0.35,0.12,0.05,0.51,56.0,10.0,7.0,4.0,3
8.0,1.0,0.14,0.05,0.0,0.2,-1.0,-1.0,-1.0,-1.0,-1
9.0,15.0,0.0,0.01,0.0,0.26,59.0,16.0,7.9,10.0,-1
1.0,391.0,0.0,0.02,0.0,0.03,-1.0,-1.0,-1.0,-1.0,-1
8.0,3.0,0.0,0.03,0.01,0.17,76.0,4.0,6.3,17.0,1
2.0,26.0,0.0,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,-1
2.0,286.0,0.17,0.0,0.01,0.18,34.0,4.0,7.0,4.0,0
2.0,11.0,0.19,0.02,0.02,0.23,56.0,42.0,6.2,18.0,0
5.0,21.0,0.0,0.0,0.0,0.26,-1.0,-1.0,-1.0,-1.0,-1
8.0,45.0,0.2,0.16,0.05,0.41,58.0,17.0,5.7,18.0,1
8.0,32.0,0.08,0.05,0.01,0.14,-1.0,-1.0,-1.0,-1.0,-1
3.0,19.0,0.04,0.01,0.0,0.06,59.0,22.0,6.6,7.0,0
1.0,7.0,0.03,0.01,0.0,0.03,67.0,8.0,9.0,4.0,0
4.0,324.0,0.37,0.29,0.1,0.76,-1.0,-1.0,-1.0,-1.0,-1
2.0,29.0,0.06,0.0,0.0,0.07,66.0,7.0,-1.0,-1.0,3
1.0,8.0,0.46,0.21,0.15,0.82,83.0,49.0,8.0,34.0,1
1.0,25.0,0.4,0.03,0.03,0.45,69.0,27.0,6.8,24.0,0
9.0,19.0,0.0,0.0,0.0,0.1,64.0,24.0,7.3,17.0,3
7.0,25.0,0.07,0.02,0.0,0.09,58.0,12.0,-1.0,-1.0,0
4.0,1.0,0.23,0.08,0.03,0.34,74.0,6.0,5.2,9.0,1
2.0,9.0,0.06,0.14,0.04,0.25,59.0,48.0,7.1,73.0,2
1.0,19.0,0.0,0.0,0.0,0.29,-1.0,-1.0,-1.0,-1.0,-1
12.0,161.0,0.5,0.03,0.01,0.54,-1.0,-1.0,-1.0,-1.0,-1
10.0,17.0,0.05,0.04,0.01,0.11,-1.0,-1.0,-1.0,-1.0,-1
2.0,2.0,0.11,0.06,0.02,0.19,-1.0,-1.0,-1.0,-1.0,1
9.0,392.0,0.0,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,-1
10.0,5.0,0.91,0.09,0.09,1.09,66.0,13.0,4.4,7.0,3
2.0,5.0,0.1,0.0,0.01,0.11,-1.0,-1.0,-1.0,-1.0,0
1.0,5.0,0.21,0.12,0.03,0.35,77.0,28.0,6.2,26.0,0
1.0,9.0,0.08,0.06,0.02,0.17,-1.0,-1.0,-1.0,-1.0,0
8.0,5.0,0.09,0.21,0.07,0.36,69.0,18.0,5.8,338.0,1
9.0,44.0,0.0,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,-1
3.0,3.0,0.0,0.0,0.0,0.1,-1.0,-1.0,-1.0,-1.0,-1
9.0,65.0,1.28,0.67,0.21,2.16,82.0,54.0,6.3,539.0,1
4.0,21.0,0.27,0.01,0.03,0.33,80.0,35.0,8.0,27.0,1
6.0,393.0,2.1,0.24,0.07,2.4,-1.0,-1.0,-1.0,-1.0,-1
6.0,57.0,0.17,0.12,0.02,0.31,-1.0,-1.0,-1.0,-1.0,-1
8.0,1.0,0.25,0.09,0.01,0.35,39.0,13.0,5.8,11.0,0
10.0,32.0,0.39,0.27,0.05,0.71,-1.0,-1.0,-1.0,-1.0,-1
12.0,1.0,0.23,0.08,0.01,0.32,-1.0,-1.0,-1.0,-1.0,-1
1.0,5.0,0.32,0.25,0.08,0.66,74.0,13.0,8.0,27.0,0
8.0,8.0,0.12,0.02,0.03,0.16,66.0,8.0,3.7,20.0,0
11.0,342.0,0.0,0.08,0.0,0.08,33.0,24.0,3.3,1340.0,1
5.0,29.0,0.05,0.01,0.01,0.07,-1.0,-1.0,6.7,6.0,1
1.0,45.0,0.2,0.0,0.02,0.21,-1.0,-1.0,-1.0,-1.0,-1
1.0,9.0,0.26,0.0,0.02,0.28,82.0,12.0,7.2,10.0,0
5.0,300.0,0.0,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,-1
4.0,215.0,0.08,0.02,0.03,0.29,-1.0,-1.0,-1.0,-1.0,-1
8.0,7.0,0.18,0.14,0.05,0.37,51.0,34.0,7.0,15.0,3
11.0,39.0,0.0,0.02,0.0,0.02,72.0,15.0,8.7,55.0,1
10.0,77.0,0.04,0.02,0.0,0.06,-1.0,-1.0,-1.0,-1.0,-1
10.0,8.0,0.58,0.81,0.23,1.63,81.0,29.0,5.2,1651.0,2
12.0,9.0,0.33,0.22,0.0,0.55,-1.0,-1.0,-1.0,-1.0,-1
5.0,171.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,-1
10.0,51.0,0.38,0.29,0.1,0.77,-1.0,-1.0,-1.0,-1.0,-1
2.0,363.0,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,-1
1.0,29.0,0.11,0.17,0.06,0.34,45.0,17.0,4.3,8.0,0
8.0,161.0,0.31,0.02,0.0,0.33,-1.0,-1.0,-1.0,-1.0,-1
9.0,15.0,11.27,8.89,1.0,31.37,-1.0,-1.0,-1.0,-1.0,-1
9.0,34.0,0.0,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,-1
12.0,144.0,0.02,0.0,0.0,0.03,41.0,6.0,-1.0,-1.0,3
6.0,14.0,0.13,0.0,0.01,0.14,78.0,13.0,8.4,11.0,0
8.0,78.0,0.0,0.03,0.01,0.04,-1.0,-1.0,-1.0,-1.0,0
1.0,5.0,0.6,0.04,0.07,0.71,75.0,10.0,6.8,8.0,0
12.0,9.0,0.05,0.03,0.02,0.3,-1.0,-1.0,-1.0,-1.0,-1
1.0,5.0,0.08,0.35,0.12,0.59,-1.0,-1.0,3.1,42.0,0
9.0,65.0,0.17,0.13,0.05,0.39,71.0,52.0,6.3,86.0,1
1.0,168.0,0.0,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,-1
5.0,73.0,0.2,0.06,0.02,0.31,82.0,39.0,7.9,153.0,2
7.0,29.0,0.0,0.03,0.0,0.03,80.0,12.0,6.8,97.0,3
8.0,15.0,0.8,0.19,0.03,1.85,-1.0,-1.0,-1.0,-1.0,-1
2.0,29.0,0.33,0.2,0.09,0.62,75.0,5.0,6.0,7.0,3
8.0,189.0,0.0,0.04,0.01,0.62,70.0,17.0,7.9,35.0,1
12.0,49.0,0.04,0.01,0.0,0.05,-1.0,-1.0,-1.0,-1.0,-1
7.0,113.0,0.01,0.0,0.0,0.02,44.0,7.0,6.0,5.0,0
8.0,26.0,0.08,0.04,0.02,0.17,58.0,33.0,6.5,21.0,1
10.0,25.0,0.08,0.06,0.01,0.16,84.0,16.0,8.3,79.0,2
1.0,9.0,0.07,0.05,0.02,0.14,62.0,24.0,-1.0,-1.0,3
6.0,15.0,0.9,1.76,0.37,3.94,84.0,65.0,8.8,72.0,3
12.0,19.0,0.87,0.3,0.03,1.27,57.0,27.0,7.9,139.0,0
11.0,20.0,0.19,0.01,0.02,0.25,65.0,31.0,7.2,31.0,1
9.0,9.0,0.38,0.25,0.07,0.96,87.0,41.0,9.1,174.0,1
5.0,28.0,0.0,0.06,0.01,0.07,63.0,9.0,8.6,7.0,-1
7.0,107.0,0.0,0.02,0.0,0.02,73.0,6.0,-1.0,-1.0,0
12.0,286.0,0.06,0.05,0.02,0.12,-1.0,-1.0,6.6,7.0,3
2.0,163.0,0.09,0.03,0.0,0.12,-1.0,-1.0,-1.0,-1.0,0
2.0,12.0,0.0,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,-1
5.0,141.0,0.0,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,-1
8.0,26.0,0.16,0.01,0.02,0.21,83.0,52.0,7.8,36.0,1
5.0,29.0,0.01,0.83,0.07,0.91,-1.0,-1.0,-1.0,-1.0,-1
8.0,8.0,0.1,0.09,0.04,0.23,77.0,50.0,7.5,160.0,1
5.0,14.0,0.08,0.0,0.0,0.08,-1.0,-1.0,-1.0,-1.0,1
11.0,394.0,0.0,0.02,0.0,0.02,90.0,7.0,8.6,37.0,1
4.0,5.0,0.4,0.31,0.07,0.78,86.0,59.0,7.4,105.0,2
10.0,41.0,0.01,0.0,0.0,0.01,49.0,9.0,5.2,5.0,0
3.0,38.0,0.13,0.02,0.01,0.16,73.0,24.0,2.8,34.0,3
5.0,102.0,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,-1
8.0,9.0,2.07,1.71,0.76,4.62,86.0,78.0,8.1,1264.0,1
7.0,8.0,0.15,0.0,0.01,0.17,-1.0,-1.0,-1.0,-1.0,-1
10.0,5.0,0.07,0.05,0.02,0.14,67.0,23.0,8.0,16.0,1
2.0,8.0,2.01,0.02,0.17,2.2,92.0,55.0,8.1,220.0,1
8.0,19.0,0.0,0.0,0.02,0.72,-1.0,-1.0,-1.0,-1.0,-1
7.0,5.0,0.11,0.01,0.01,0.12,74.0,8.0,7.4,10.0,0
12.0,1.0,0.13,0.03,0.0,0.17,-1.0,-1.0,6.7,6.0,0
3.0,38.0,0.09,0.0,0.01,0.1,72.0,7.0,0.6,24.0,3
